,Time,Date,Route,Block ID,Element Key,Location,Side of Street,Paid,Load Zone,RPZ,ADA,Rideshare Vehicle,Notes,Picture
423,1000,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,7,0,0,0,0,three-ish spots at the south end of the street have been turned into outdoor dining.,
441,1100,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,8,3,0,0,0,,
484,1200,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,7,1,0,0,0,three spaces have been turned into outdoor dining,
502,1300,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,7,1,0,0,0,3 spaces at t the south end of the block have been turned into outdoor dining.,
520,1400,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,7,1,0,0,0,3 spaces have been turned into outdoor dining.,
538,1500,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,7,1,0,0,0,,
556,1600,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,9,1,0,0,0,,
574,1700,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,8,2,0,0,0,,
592,1800,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,11,0,0,0,0,3 spots at the south end of the block have been turned into outdoor dining.,
610,1900,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,9,1,0,0,0,,
628,2000,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,10,1,0,0,0,,
646,2100,30-09-2021,PPNorth,,56150,HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,W,9,2,0,0,0,,
140,900,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,permanent separated bike lane ,https://idax.blob.core.windows.net/images/cdd375cc-dd05-4b75-a903-c0a103346915-mobile.jpg
159,1000,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,no parking; separated bike lane ,
178,1100,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,no park; bike lane,
197,1200,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane no park ,
216,1300,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane no park ,
235,1400,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane no park ,
279,1500,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane; no parking,
298,1600,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane; no parking,
317,1700,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,bike lane; no parking,
336,1800,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,Bike lane; no parking,
355,1900,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,Bike lane; no parking,
374,2000,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,Bike lane; no parking,
393,2100,30-09-2021,PPWest,,57517,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,NW,0,0,0,0,0,Bike lane; no parking,
142,900,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,1,0,0,0,permanent separated bike lane ; 1 car illegal park and 1 load z,https://idax.blob.core.windows.net/images/acf4b9a3-e1d1-4ba8-83c2-541e6d6b2b29-mobile.jpg
161,1000,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,2,0,0,0,,
180,1100,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,1,0,0,0,,
199,1200,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,0,0,0,0,,
218,1300,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,2,0,0,0,,
237,1400,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,1,0,0,0,,
281,1500,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,0,0,0,0,,
300,1600,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,1,0,0,0,,
319,1700,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,0,0,0,0,,
338,1800,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,1,0,0,0,,
357,1900,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,2,0,0,0,,
376,2000,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,0,0,0,0,,
395,2100,30-09-2021,PPWest,,57518,PIKE ST BETWEEN TERRY AVE AND BOREN AVE,SE,0,0,0,0,0,,
125,900,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,17,2,0,0,0,school load zone temporary ,"https://idax.blob.core.windows.net/images/7e90c959-1add-48e5-9429-7deb4a3d6f7c-mobile.jpg,https://idax.blob.core.windows.net/images/dd10f637-700b-436e-9510-940b65f4dbd6-mobile.jpg"
144,1000,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,17,0,0,0,0,,
163,1100,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,18,0,0,0,0,system kept opening segment 3; final count is correct - 18 paid ,
182,1200,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,19,0,0,0,0,,
201,1300,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,17,0,0,0,0,,
220,1400,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,7,7,0,0,0,school load zone 7-9a and 2-4p; counted as pay to park other times. no other signs posted except school zone ,
264,1500,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,11,12,0,0,0,plus one illegally parked car,
283,1600,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,18,0,0,0,0,,
302,1700,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,19,0,0,0,0,,
321,1800,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,19,0,0,0,0,,
340,1900,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,21,0,0,0,0,,
359,2000,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,22,0,0,0,0,,
378,2100,30-09-2021,PPWest,,58337,SUMMIT AVE BETWEEN E UNION ST AND E PIKE ST,W,21,0,0,0,0,,
8,900,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,3,0,0,0,0,,
33,1800,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,0,0,0,0,0,,
58,1900,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,0,0,0,0,0,,
83,2000,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,4,0,0,0,0,,
108,2100,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,4,0,0,0,0,,
247,1000,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,3,0,0,0,0,,
459,1100,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,3,0,0,0,0,,
664,1200,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,3,0,0,0,0,,
889,1300,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,1,0,0,0,0,,
1142,1400,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,2,0,0,0,0,,
1311,1500,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,0,0,0,0,0,,
1336,1600,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,0,0,0,0,0,,
1361,1700,30-09-2021,PPSouth,19,59702,E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,SE,0,0,0,0,0,,
136,900,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,permanent separated bike lane,
155,1000,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,no parking ; separated bike lane ,
174,1100,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,no park; bike lane ,
193,1200,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane no park ,
212,1300,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane no park ,
231,1400,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane no park ,
275,1500,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane; no parking,
294,1600,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane; no parking,
313,1700,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,bike lane; no parking,
332,1800,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,Bike lane; no parking,
351,1900,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,Bike lane; no parking,
370,2000,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,Bike lane; no parking,
389,2100,30-09-2021,PPWest,,59949,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,N,0,0,0,0,0,Bike lane; no parking,
134,900,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,separated bike lane ,https://idax.blob.core.windows.net/images/a083babc-65c8-4055-bd68-7f7d17e08a14-mobile.jpg
153,1000,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,no parking; separated bike lane ,
172,1100,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane no park ,
191,1200,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane no park ,
210,1300,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bikenlane no park ,
229,1400,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane no park ,
273,1500,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane; no parking,
292,1600,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane; no parking,
311,1700,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,bike lane; no parking,
330,1800,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,Bike lane; no parking,
349,1900,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,Bike lane; no parking,
368,2000,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,Bike lane; no parking,
387,2100,30-09-2021,PPWest,,59950,E PIKE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,S,0,0,0,0,0,Bike lane; no parking,
131,900,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,permanent separated bike lane ,https://idax.blob.core.windows.net/images/3183d876-bde5-4560-a255-401c2900d41e-mobile.jpg
150,1000,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,no parking ; separated bike lane ,
169,1100,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,no park; bike lane ,
188,1200,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane no park ,
207,1300,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane no park ,
226,1400,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane no park ,
270,1500,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane; no parking,
289,1600,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane; no parking,
308,1700,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,bike lane; no parking,
327,1800,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,Bike lane; no parking,
346,1900,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,Bike lane; no parking,
365,2000,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,Bike lane; no parking,
384,2100,30-09-2021,PPWest,,59953,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,N,0,0,0,0,0,Bike lane; no parking,
135,900,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,3,0,0,0,0,,
154,1000,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,1,0,0,0,,
173,1100,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,0,0,0,0,0,bike lane; no park ,
192,1200,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,1,0,1,0,,
211,1300,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,3,3,0,1,0,,
230,1400,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,3,2,0,1,0,,
274,1500,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,1,0,2,0,,
293,1600,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,1,0,0,0,,
312,1700,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,0,0,1,0,,
331,1800,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,0,0,1,0,,
350,1900,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,7,0,0,0,0,,
369,2000,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,5,0,0,1,0,,
388,2100,30-09-2021,PPWest,,59954,E PIKE ST BETWEEN SUMMIT AVE AND BELMONT AVE,S,4,0,0,0,0,,
411,900,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,now a bike lane,https://idax.blob.core.windows.net/images/ce07fe8a-af8f-40be-ad54-ac00d59edc9f-mobile.jpg
429,1000,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,now a bike lane.,
447,1100,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,no parking; this side of the street is now a bike lane.,
490,1200,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,street is now a bike lane.,
508,1300,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,this side of the street is now a bike lane.,
526,1400,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,this side of the street is now a bike lane.,
544,1500,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,this side off the street is now a bike lane.,
562,1600,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,this side of the street is now a bike lane.,
580,1700,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,this side of the street is now a bike lane. The nine is on the south side of the street but it appears we should be counting the north side which would be zero.,
598,1800,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,,
616,1900,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,,
634,2000,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,,
652,2100,30-09-2021,PPNorth,,59957,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,N,0,0,0,0,0,,
6,900,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,6,2,0,0,0,,
31,1800,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,8,1,0,0,0,,
56,1900,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,9,1,0,1,0,,
81,2000,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,9,0,0,0,0,,
106,2100,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,10,1,0,0,0,,
245,1000,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,0,0,0,0,,
457,1100,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,1,0,0,0,,
662,1200,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,2,0,0,0,,
887,1300,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,2,0,0,0,,
1140,1400,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,2,0,0,0,,
1309,1500,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,6,1,0,1,0,,
1334,1600,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,5,2,0,0,0,,
1359,1700,30-09-2021,PPSouth,1,59958,E PIKE ST BETWEEN HARVARD AVE AND BROADWAY,S,6,2,0,0,0,,
691,900,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,0,0,0,0,dining,https://idax.blob.core.windows.net/images/ebb7aa0b-bb85-43b1-a9c9-d1294e5da84b-mobile.jpg
711,1000,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
731,1100,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
751,1200,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,7,0,0,0,0,,
771,1300,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,4,1,0,0,0,,
791,1400,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,5,0,0,0,0,,
811,1500,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,5,0,0,0,0,,
831,1600,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,0,0,0,0,,
851,1700,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,0,0,1,0,,
871,1800,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,5,1,0,1,0,,
916,1900,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,0,0,0,0,,
936,2000,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,6,1,0,0,0,,
956,2100,30-09-2021,PPSoutheast,4,59961,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,N,7,0,0,0,0,,
687,900,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,4,0,0,0,0,dining,https://idax.blob.core.windows.net/images/6b566ad7-8e9d-4046-9f6b-f6114fb1eecd-mobile.jpg
707,1000,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,5,0,0,0,0,,
727,1100,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,5,0,0,0,0,,
747,1200,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,5,1,0,0,0,,
767,1300,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,3,0,0,0,0,,
787,1400,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,3,0,0,0,0,,
807,1500,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,3,1,0,0,0,,
827,1600,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,4,0,0,0,0,,
847,1700,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,2,3,0,0,0,,
867,1800,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,6,1,0,0,0,,
912,1900,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,6,1,0,0,0,,
932,2000,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,6,1,0,0,0,,
952,2100,30-09-2021,PPSoutheast,9,59962,E PIKE ST BETWEEN 10TH AVE AND 11TH AVE,S,4,1,0,0,0,,
696,900,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,6,1,0,0,0,,
716,1000,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,8,0,0,0,0,,
736,1100,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,10,0,0,0,0,,
756,1200,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,9,0,0,0,0,,
776,1300,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,9,0,0,0,0,,
796,1400,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,8,0,0,0,0,,
816,1500,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,10,0,0,0,0,,
836,1600,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,9,0,0,0,0,,
856,1700,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,11,0,0,0,0,,
876,1800,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,9,0,0,0,0,,
921,1900,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,11,0,0,0,0,,
941,2000,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,12,1,0,0,0,,
961,2100,30-09-2021,PPSoutheast,2,59965,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,N,10,1,0,0,0,,
681,900,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,8,1,0,0,0,,
701,1000,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,8,1,0,1,0,,
721,1100,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,9,1,0,0,0,,
741,1200,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,9,1,0,0,0,,
761,1300,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,10,0,0,0,0,,
781,1400,30-09-2021,PPSoutheast,14,59966,E PIKE ST BETWEEN 12TH AVE AND 13TH AVE,S,8,0,0,0,0,,
