,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
20121,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 13:57,CREDIT CARD,0.25,30,24042
20122,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/23/2022 8:32,PHONE,3.5,420,53137
20123,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 11:58,PHONE,2,240,1433
20124,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 12:53,CASH,0.5,60,24042
20125,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 14:57,PHONE,1.5,180,24042
20126,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 15:58,PHONE,1,120,24041
20127,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/23/2022 14:56,PHONE,1,60,47225
20128,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/23/2022 12:53,CREDIT CARD,6,240,57193
20129,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/23/2022 8:35,PHONE,3,360,53138
20130,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/23/2022 14:57,CREDIT CARD,2,120,47225
20131,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/23/2022 8:35,PHONE,3,360,53138
20132,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 8:36,PHONE,1,120,24041
20133,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:36,CREDIT CARD,2,240,1433
20134,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/23/2022 8:37,PHONE,1,120,94602
20135,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 12:59,CREDIT CARD,2,240,1433
20136,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/23/2022 8:43,CREDIT CARD,1,120,30970
20137,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/23/2022 8:39,PHONE,1,120,30970
20138,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/23/2022 8:44,PHONE,1,120,30970
20139,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 8:45,PHONE,0.5,60,24041
20140,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/23/2022 8:45,PHONE,2.88,345,12682
20141,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/23/2022 8:48,CREDIT CARD,3.81,240,57194
20142,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:47,PHONE,2,240,1433
20143,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:47,PHONE,2,240,1433
20144,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 8:50,CREDIT CARD,2,240,24042
20145,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/23/2022 8:50,PHONE,1,120,94602
20146,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/23/2022 8:51,PHONE,1,120,30970
20147,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:54,PHONE,2,240,1433
20148,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 8:59,PHONE,2,240,24041
20149,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/23/2022 8:56,PHONE,0.96,115,24041
20150,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:57,CREDIT CARD,2,240,1433
20151,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/23/2022 8:58,PHONE,2,240,1433
20152,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:00,CASH,0.5,60,57193
20153,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 16:00,PHONE,1,120,1433
20154,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:00,PHONE,0.75,90,94602
20155,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 11:00,PHONE,4.5,180,57193
20156,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 13:00,PHONE,2,60,70750
20157,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 18:00,PHONE,0.5,60,47225
20158,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:00,PHONE,1.5,180,1433
20159,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,3.5,420,53138
20160,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,3.5,420,53138
20161,Afternoon,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 14:01,PHONE,0.25,30,10165
20162,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 9:01,PHONE,2.52,180,57193
20163,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.7,444,12682
20164,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 13:01,PHONE,2,240,53138
20165,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:00,PHONE,1.83,193,57194
20166,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,3.5,420,53138
20167,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,3.12,374,10165
20168,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 8:00,CREDIT CARD,0.25,30,30970
20169,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 8:00,CREDIT CARD,1,120,30970
20170,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 12:01,PHONE,2,240,1433
20171,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,3.24,389,10165
20172,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.25,390,53138
20173,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 12:01,PHONE,2,240,1433
20174,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:01,CASH,2,232,24041
20175,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 11:02,PHONE,0.33,10,30970
20176,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 10:01,PHONE,1.51,120,47225
20177,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,2.8,336,53138
20178,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:01,CREDIT CARD,1,120,94602
20179,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,CREDIT CARD,3.25,390,10165
20180,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.29,395,53138
20181,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.22,386,12682
20182,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 15:02,PHONE,1.5,60,57193
20183,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.82,458,53137
20184,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.33,399,12682
20185,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.33,399,53138
20186,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,3.33,399,10165
20187,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:01,PHONE,0.5,60,53137
20188,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:02,PHONE,1.5,60,57193
20189,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 17:02,PHONE,1,120,24042
20190,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.31,397,53138
20191,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.31,397,12682
20192,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,CREDIT CARD,3.25,390,10165
20193,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:02,PHONE,1.98,238,53137
20194,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.36,403,53137
20195,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.36,403,53137
20196,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.86,463,53138
20197,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:02,PHONE,1.98,238,24041
20198,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,3.5,420,53137
20199,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 12:01,CASH,4,120,70750
20200,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 12:02,PHONE,2,120,47225
20201,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 16:02,PHONE,0.98,118,94602
20202,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 16:02,CREDIT CARD,1,30,30970
20203,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:02,CREDIT CARD,1.47,58,57193
20204,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,CREDIT CARD,5,600,12682
20205,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.38,405,12682
20206,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 16:03,PHONE,0.13,15,94602
20207,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 12:02,PHONE,3,120,57193
20208,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.41,409,53137
20209,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,CREDIT CARD,0.25,30,94602
20210,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.08,370,53138
20211,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,3.34,401,10165
20212,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.94,473,53137
20213,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,3.43,412,10165
20214,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,2.93,352,10165
20215,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,CREDIT CARD,5,600,12682
20216,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:03,PHONE,1,120,94602
20217,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 18:03,CREDIT CARD,0.98,116,30970
20218,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 18:04,PHONE,0.08,10,70750
20219,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.45,414,53138
20220,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,2.97,356,53138
20221,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,3.97,476,12682
20222,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 17:03,PHONE,1,120,24042
20223,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 9:04,PHONE,0.5,60,53137
20224,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 16:04,PHONE,0.97,116,94602
20225,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,CREDIT CARD,1,120,94602
20226,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 10:04,PHONE,1,120,10165
20227,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:03,PHONE,0.25,30,94602
20228,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 17:04,PHONE,0.5,60,70750
20229,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:05,CREDIT CARD,1,120,94602
20230,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 13:04,PHONE,2,240,24041
20231,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 16:04,PHONE,0.97,116,1433
20232,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.09,371,53137
20233,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:04,PHONE,4.5,180,57194
20234,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:00,PHONE,4.06,487,12682
20235,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 9:05,PHONE,2.67,320,53137
20236,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,CREDIT CARD,1,120,94602
20237,Morning,South Lake Union,South,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,11,380,33146
20238,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 12:04,PHONE,1.75,210,1433
20239,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 11:06,PHONE,0.5,60,24041
20240,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:06,PHONE,1.95,234,24042
20241,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 9:07,PHONE,1.12,120,57193
20242,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:05,PHONE,1,120,1433
20243,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:05,CREDIT CARD,1,120,1433
20244,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:06,CREDIT CARD,1,120,94602
20245,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 15:06,PHONE,0.38,45,53137
20246,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 10:07,PHONE,1.68,90,70750
20247,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 16:06,PHONE,2.85,114,57194
20248,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 16:06,CASH,1,85,47225
20249,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 13:06,CREDIT CARD,2,240,24041
20250,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 14:06,PHONE,2,120,47225
20251,Morning,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 8:00,PHONE,0.85,102,77317
20252,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 17:05,CASH,0.5,60,70750
20253,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 11:07,PHONE,0.5,60,53138
20254,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,4.36,523,53137
20255,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 11:08,PHONE,2,240,1433
20256,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 9:09,PHONE,1.23,120,30970
20257,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 14:07,PHONE,0.5,60,1433
20258,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:06,PHONE,0.75,30,57194
20259,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 11:08,PHONE,0.17,10,47225
20260,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 17:06,CREDIT CARD,1,120,24041
20261,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,4.38,526,53138
20262,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:07,PHONE,1,120,94602
20263,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 9:09,CREDIT CARD,1.23,120,30970
20264,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 9:09,PHONE,1.08,120,47225
20265,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,PHONE,1.91,229,1433
20266,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 19:10,PHONE,0.42,50,70750
20267,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 18:09,PHONE,0.5,60,30970
20268,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 12:06,PHONE,0.5,60,53138
20269,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 12:06,CREDIT CARD,2,120,47225
20270,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 18:10,PHONE,0.92,110,24041
20271,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 12:07,PHONE,0.25,30,53138
20272,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 13:08,CREDIT CARD,1,120,94602
20273,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 14:08,PHONE,0.25,30,24042
20274,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,CREDIT CARD,2,240,1433
20275,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,PHONE,1.45,174,1433
20276,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,CREDIT CARD,1.75,210,1433
20277,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,CREDIT CARD,2,240,1433
20278,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 11:10,CREDIT CARD,2,120,47225
20279,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 9:11,CREDIT CARD,1,120,94602
20280,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 14:08,CASH,1,120,24041
20281,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:10,PHONE,1,120,94602
20282,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,PHONE,0.99,119,94602
20283,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,PHONE,3.81,457,53138
20284,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 18:11,PHONE,0.5,60,47225
20285,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 19:12,CASH,0.5,48,47225
20286,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:00,CREDIT CARD,0.25,30,57193
20287,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 13:10,PHONE,4,120,30970
20288,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 12:08,PHONE,1,120,24042
20289,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 9:13,PHONE,1,120,94602
20290,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:11,PHONE,1,120,94602
20291,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,PHONE,2,240,1433
20292,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:00,CREDIT CARD,2.75,152,57193
20293,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,CREDIT CARD,1,120,94602
20294,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 11:11,CASH,1.45,174,24041
20295,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 11:12,PHONE,3,120,57193
20296,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 11:11,CREDIT CARD,1.5,45,70750
20297,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 15:10,CREDIT CARD,2.75,82,70750
20298,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 13:11,PHONE,1,30,70750
20299,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 13:12,PHONE,3,120,57193
20300,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 12:09,PHONE,2,60,70750
20301,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 9:14,PHONE,1,120,94602
20302,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 16:13,PHONE,0.5,60,53138
20303,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 9:14,CREDIT CARD,2,240,24042
20304,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 11:13,CREDIT CARD,1,60,47225
20305,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 13:12,CREDIT CARD,4,120,70750
20306,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 13:13,PHONE,0.75,30,57194
20307,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 14:11,CREDIT CARD,1,30,70750
20308,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 18:13,PHONE,0.89,107,24042
20309,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,CREDIT CARD,2,240,1433
20310,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 13:13,PHONE,1,120,94602
20311,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 11:14,CREDIT CARD,1.25,75,47225
